4.845541667	0
5.919250000	1
7.010437500	3
8.184000000	2
9.368000000	0
10.460562500	3
11.600854167	1
12.633000000	2
13.845125000	1
14.960979167	3
16.102041667	0
17.146916667	2
18.358958333	1
19.423187500	0
20.586708333	3
21.733666667	1
22.821979167	0
23.920000000	2
25.036166667	1
26.104395833	0
26.678812500	3
27.269187500	0
28.419416667	2
28.947270833	3
29.518500000	1
30.602979167	0
31.232000000	2
31.764916667	3
32.822958333	0
33.440625000	3
33.961708333	2
34.548500000	1
35.109854167	2
36.219791667	0
37.354770833	3
37.843979167	1
38.452500000	2
39.585479167	0
40.186437500	2
40.726229167	0
41.844625000	1
42.463500000	3
42.951166667	2
43.461041667	0
44.074895833	3
44.586750000	1
45.179437500	3
45.715854167	2
46.300062500	0
46.889250000	2
47.441937500	1
48.037208333	0
48.484625000	3
49.142104167	2
49.712729167	0
50.235291667	1
50.816229167	0
51.362687500	2
51.860208333	3
52.435375000	1
53.067666667	0
53.665666667	2
54.192041667	3
54.779250000	0
55.208000000	1
55.880000000	0
56.440000000	2
57.008000000	1
57.456000000	3
58.104000000	0
58.698791667	1
59.272000000	3
59.688000000	2
60.343250000	0
60.971729167	1
62.062833333	3
62.632000000	2
63.213333333	0
