4.783514739	1
7.063129252	3
9.380861678	2
11.586757370	0
13.879546485	1
16.063832200	2
18.329750567	3
20.528208617	0
22.781451247	1
25.012993197	3
27.276757370	2
28.479637188	1
29.548934240	2
30.668299320	0
31.752312925	1
32.913673469	3
33.980498866	2
35.090408163	1
36.194376417	3
37.314988662	0
38.493696145	2
39.668367347	0
40.732857143	1
41.843628118	3
42.906281179	2
44.050725624	0
45.201247166	2
46.315260771	1
47.490612245	3
48.484512472	2
49.661746032	0
50.772312925	3
51.914852608	0
53.049614512	2
54.152131519	1
55.289115646	3
56.396394558	1
57.530113379	2
58.705850340	0
59.752380952	2
60.952380952	1
62.084353741	3
