6.987301587	1.1
9.294263039	1.2
10.453469388	3.1
11.744784580	1.3
12.880725624	3.2
14.142993197	1.4
15.234149660	3.3
16.508639456	2.1
17.661451247	3.4
18.972403628	2.2
18.981156463	4.1
20.020453515	4.3
22.414920635	5.1
23.730793651	6.1
24.846462585	5.3
26.150975057	5.4
26.816802721	7.1
27.347959184	6.2
27.884263039	8.3
28.544013605	6.3
29.113673469	8.4
29.637755102	6.4
30.310476190	9.1
30.952607710	9.3
31.527913832	9.2
32.055351474	9.4
32.627709751	10.1
33.247346939	10.2
33.639183673	10.3
34.099591837	10.4
34.537142857	11.1
35.735510204	11.2
36.166530612	11.3
36.491247166	11.4
36.956734694	12.1
37.444897959	12.2
38.130226757	12.3
38.595918367	12.4
39.038367347	13.1
39.307210884	13.2
40.576099773	13.3
40.951632653	13.4
41.375578231	14.1
41.748435374	14.2
42.200816327	14.3
42.942040816	14.4
43.316009070	15.1
43.825351474	15.2
44.116326531	15.3
44.708231293	15.4
45.329319728	16.2
45.783945578	16.4
46.245442177	17.1
46.715646259	17.2
46.988480726	17.3
47.737324263	17.4
48.360362812	18.1
48.849342404	18.3
49.560090703	18.4
50.149297052	19.1
50.596439909	19.2
51.037460317	19.3
51.819297052	20.3
51.838231293	19.4
52.535736961	20.4
53.621995465	21.1
54.905668934	21.2
55.426984127	21.3
56.148752834	21.4
56.755374150	22.1
57.327165533	22.2
57.959909297	22.3
58.520748299	22.4
59.133968254	23.1
59.755827664	23.2
60.351564626	23.3
60.963990930	23.4
61.570612245	24.1
62.133174603	24.2
62.751927438	24.3
63.341133787	24.4
63.944852608	25.1
64.542766440	25.2
65.140680272	25.3
65.750204082	25.4
66.353922902	26.1
66.958072562	26.2
67.546848073	26.3
68.144761905	26.4
68.728163265	27.1
69.322222222	27.2
69.915192744	27.3
70.528231293	27.4
71.143038549	28.1
71.749659864	28.2
72.353378685	28.4
72.590204082	29.1
72.971609977	29.2
73.406984127	29.3
74.158730159	29.4
74.614421769	30.1
75.342947846	30.2
75.868956916	30.3
76.491315193	30.4
76.991564626	31.1
77.305034014	31.2
77.737505669	31.3
78.285487528	31.4
78.948027211	32.1
79.394829932	32.2
79.847619048	32.3
80.122970522	32.4
80.657891156	33.1
81.298253968	33.2
81.777777778	33.3
82.239274376	33.4
82.538231293	34.1
83.116371882	34.2
83.751473923	34.3
84.229682540	34.4
84.946417234	35.1
85.535895692	35.2
86.166598639	35.3
86.735238095	35.4
87.322494331	36.1
87.939773243	36.2
88.537687075	36.3
89.089954649	36.4
89.754988662	37.1
90.324693878	37.2
90.907324263	37.3
91.467392290	37.4
92.139682540	38.1
92.740498866	38.2
