2.578571429	0
3.707482993	3
4.796734694	2
5.891156463	1
6.972675737	3
8.085351474	1
9.326485261	2
10.432108844	0
11.029342404	1
11.525260771	3
12.632154195	0
13.168684807	3
13.787210884	2
14.911587302	1
15.425056689	2
15.996780045	0
17.127482993	3
17.669410431	0
18.274943311	2
19.350861678	0
19.926190476	1
20.546031746	3
21.646462585	2
22.160589569	3
22.693582766	1
23.821655329	0
24.364920635	2
24.934625850	1
25.530476190	3
26.136757370	0
26.634897959	2
27.195668934	1
27.706938776	3
28.378707483	2
28.966258503	0
29.534988662	1
29.998775510	3
30.598752834	1
31.126825397	2
31.760657596	0
32.280068027	2
32.844671202	3
33.356281179	1
33.986893424	0
34.517482993	2
35.043628118	3
35.540702948	1
36.116394558	0
36.675623583	3
37.284489796	2
37.875736961	1
38.434195011	0
38.999863946	3
39.591609977	2
40.093310658	3
40.653832200	1
41.246893424	2
41.814195011	0
42.362789116	2
42.918367347	1
43.369501134	3
44.072857143	1
44.335714286	2
44.599115646	0
44.866394558	2
45.136054422	1
45.703741497	0
46.272018141	3
46.862539683	0
47.392471655	2
47.976938776	1
48.395782313	2
49.069931973	0
49.606349206	3
50.187188209	1
50.769024943	2
51.305646259	3
51.821292517	1
51.989070295	0
52.451836735	3
52.620476190	1
53.075804989	2
53.206167800	0
53.678344671	3
54.159659864	0
54.754172336	2
55.181156463	1
55.790453515	2
56.326485261	1
56.916031746	3
57.458390023	0
58.065487528	3
58.640136054	1
59.216712018	2
59.697709751	0
60.287596372	2
60.846689342	1
61.042448980	3
61.467256236	0
62.037165533	3
62.582630385	1
63.137346939	2
