2.583650794	1
3.799229025	2
4.986848073	0
6.205147392	3
7.401519274	2
8.605192744	0
9.780249433	1
10.385600907	2
10.997551020	3
11.580952381	1
12.190294785	0
13.419160998	2
14.593990930	0
15.172879819	1
15.789160998	3
16.371950113	2
17.003469388	1
18.197301587	0
19.401768707	2
19.949433107	3
20.594240363	0
21.207619048	1
21.786825397	0
22.387981859	3
23.038798186	2
23.581768707	0
24.198775510	1
24.732358277	2
25.379455782	0
25.991020408	2
26.568956916	3
27.150952381	1
27.818639456	2
28.400090703	0
29.002222222	1
29.538072562	2
30.170408163	3
30.735668934	0
31.379682540	2
31.982290249	3
32.270136054	1
32.607891156	0
33.160090703	2
33.778956916	3
34.399727891	1
34.965034014	0
35.589841270	3
36.191678005	2
36.745850340	3
37.408412698	0
37.986394558	1
38.556825397	2
39.139342404	0
39.786303855	3
40.345827664	1
40.963106576	2
41.612131519	0
42.195011338	1
42.802267574	3
43.361360544	2
43.972789116	3
44.579342404	0
45.162267574	1
45.791043084	3
46.376009070	1
46.983968254	2
47.592902494	0
48.183469388	2
48.727891156	3
49.393832200	1
49.989274376	0
50.573083900	2
51.208390023	1
51.771995465	3
52.360204082	0
52.948616780	3
53.592834467	2
54.172811791	1
54.770544218	0
55.347959184	2
55.984489796	3
56.602607710	1
57.151609977	2
57.760249433	0
58.398185941	3
59.005487528	2
59.555215420	3
59.840272109	1
60.145510204	0
60.788027211	1
61.383219955	3
62.014807256	2
62.555011338	0
63.154920635	1
63.457120181	3
63.759909297	2
64.392290249	1
64.664081633	2
64.981655329	0
65.580045351	3
66.165646259	1
66.811814059	2
67.343106576	0
67.985351474	3
68.563265306	2
69.138049887	3
69.781405896	1
70.397709751	0
70.999614512	1
71.570158730	3
72.211746032	2
72.771224490	0
73.409659864	3
73.968208617	1
74.624489796	2
75.210272109	0
75.824716553	3
76.400657596	2
77.013809524	1
