2.566530612	2
3.799365079	1
4.985963719	3
5.584399093	0
6.179274376	1
6.780226757	2
7.395555556	3
7.988140590	2
8.578140590	1
9.168752834	3
9.793673469	0
10.396734694	2
10.974240363	1
11.568004535	2
12.202086168	3
12.482879819	0
12.782585034	1
13.389410431	3
13.972607710	2
14.605351474	3
15.184580499	0
15.778004535	2
16.366190476	1
16.983469388	3
17.293061224	0
17.582448980	2
17.879365079	1
18.198639456	3
18.788752834	2
19.404625850	3
19.997845805	1
20.557936508	0
21.194013605	3
21.791927438	1
22.099591837	2
22.365510204	0
22.998480726	1
23.295419501	2
23.610884354	3
24.193401361	1
24.798911565	2
25.395328798	3
25.994739229	0
26.576553288	1
26.900317460	2
27.202176871	1
27.496870748	3
27.805895692	1
28.415419501	2
29.020884354	0
29.583741497	2
30.186961451	3
30.780634921	1
31.395464853	0
31.695238095	3
31.973718821	1
32.262471655	2
32.589206349	1
33.158027211	0
33.788752834	2
34.394557823	3
34.982063492	0
35.286031746	2
35.581269841	1
36.204988662	2
36.505578231	0
36.774852608	3
37.103151927	1
37.405532880	2
38.013469388	0
38.582675737	3
38.871723356	1
39.193242630	2
39.771746032	0
40.095056689	1
40.363356009	3
40.977687075	1
41.574149660	2
42.173582766	0
42.498321995	3
42.764988662	1
43.422222222	2
44.015215420	0
44.587913832	3
44.905011338	2
45.182290249	1
45.813990930	0
46.384512472	3
46.992698413	1
47.287437642	2
47.589297052	0
48.187278912	2
48.475147392	1
48.762108844	3
49.397936508	1
49.713492063	2
49.971179138	0
50.611541950	3
50.880634921	2
51.184716553	1
51.491133787	0
51.782653061	2
52.388526077	1
52.992426304	3
53.290430839	1
53.591655329	2
54.180045351	0
54.470929705	3
54.766462585	2
55.391950113	1
55.971133787	3
56.551791383	0
56.885011338	2
57.175306122	0
57.801587302	1
58.391519274	3
58.976439909	1
59.286349206	2
59.572834467	0
59.830997732	1
60.223469388	3
60.749773243	2
61.410680272	1
61.675850340	0
62.012743764	2
62.576666667	1
62.889818594	3
63.221587302	1
63.770181406	2
64.363197279	0
64.947188209	1
65.268367347	2
65.572630385	0
65.869070295	3
66.192063492	1
66.786031746	2
67.366893424	1
67.665782313	0
67.982222222	3
68.626235828	2
68.865102041	1
69.178049887	3
69.788412698	0
70.391315193	2
71.001065760	1
71.302675737	3
71.590317460	0
71.876303855	2
72.204263039	1
72.773537415	3
73.382607710	1
73.668412698	0
73.968730159	2
74.588299320	3
74.890634921	1
75.192154195	0
75.511836735	2
75.851723356	1
76.408911565	3
76.966349206	0
