6.977392290	1.1
9.338616780	1.2
11.758662132	1.4
14.144625850	2.1
16.475079365	2.2
18.911043084	2.3
21.351088435	2.4
23.774897959	3.1
24.902176871	3.2
26.174172336	3.3
27.322063492	3.4
28.508049887	4.1
29.670521542	4.2
30.933854875	8.4
32.083832200	9.1
33.706009070	5.4
34.133378685	6.1
34.545532880	6.2
35.730498866	6.3
36.176848073	6.4
36.632380952	7.1
36.960204082	7.2
37.447482993	7.3
38.136870748	7.4
38.597210884	8.1
39.027074830	8.2
39.393038549	8.3
40.616303855	9.2
41.792721088	9.3
42.920430839	9.4
44.109274376	10.1
45.339387755	12.2
47.744285714	12.3
50.151020408	12.4
52.464195011	13.1
58.531451247	15.2
59.734625850	15.3
60.991179138	15.4
62.111201814	16.1
63.352358277	16.2
64.545668934	16.3
65.656621315	16.4
66.914126984	17.1
68.134172336	17.2
69.319024943	17.3
70.540158730	17.4
71.747392290	18.1
72.972244898	18.2
74.079523810	18.3
75.321360544	18.4
76.540544218	19.1
77.740362812	19.4
78.995419501	20.1
80.142743764	20.2
81.318412698	20.3
82.535374150	20.4
83.711224490	21.1
84.976530612	21.2
86.147052154	21.3
87.342789116	21.4
88.538594104	22.1
89.706643991	22.2
90.911156463	23.3
92.146190476	23.4
